Title,Genre,Year,imdbRating,Plot
Pacific Rim: Uprising,"Action, Adventure, Sci-Fi",2018,5.6,"Jake Pentecost, son of Stacker Pentecost, reunites with Mako Mori to lead a new generation of Jaeger pilots, including rival Lambert and 15-year-old hacker Amara, against a new Kaiju threat."
Rampage,"Action, Adventure, Sci-Fi",2018,6.1,"When three different animals become infected with a dangerous pathogen, a primatologist and a geneticist team up to stop them from destroying Chicago."
Jurassic World: Fallen Kingdom,"Action, Adventure, Sci-Fi",2018,6.2,"When the island's dormant volcano begins roaring to life, Owen and Claire mount a campaign to rescue the remaining dinosaurs from this extinction-level event."
Incredibles 2,"Animation, Action, Adventure, Comedy, Family, Sci-Fi",2018,7.8,"The Incredibles hero family takes on a new mission, which involves a change in family roles: Bob Parr (Mr Incredible) must manage the house while his wife Helen (Elastigirl) goes out to save the world."
Deadpool 2,"Action, Adventure, Comedy, Sci-Fi",2018,7.8,"Foul-mouthed mutant mercenary Wade Wilson (AKA. Deadpool), brings together a team of fellow mutant rogues to protect a young boy with supernatural abilities from the brutal, time-traveling cyborg, Cable."
Solo: A Star Wars Story,"Action, Adventure, Fantasy, Sci-Fi",2018,7.0,"During an adventure into the criminal underworld, Han Solo meets his future co-pilot Chewbacca and encounters Lando Calrissian years before joining the Rebellion."
Won't You Be My Neighbor?,"Documentary, Biography",2018,8.5,"An exploration of the life, lessons, and legacy of iconic children's television host, Fred Rogers."
Sorry to Bother You,"Comedy, Fantasy, Sci-Fi",2018,7.0,"In an alternate present-day version of Oakland, telemarketer Cassius Green discovers a magical key to professional success, propelling him into a universe of greed."
Ant-Man and the Wasp,"Action, Adventure, Comedy, Sci-Fi",2018,7.1,"As Scott Lang balances being both a Super Hero and a father, Hope van Dyne and Dr. Hank Pym present an urgent new mission that finds the Ant-Man fighting alongside The Wasp to uncover secrets from their past."
Dogman,"Crime, Drama, Thriller",2018,7.4,"Marcello, a small and gentle dog groomer, finds himself involved in a dangerous relationship of subjugation with Simone, a former violent boxer who terrorizes the entire neighborhood. In an..."
Mamma Mia! Here We Go Again,"Comedy, Musical, Romance",2018,6.8,"Five years after the events of Mamma Mia! (2008), Sophie prepares for the grand reopening of the Hotel Bella Donna as she learns more about her mother's past."
Tag,Comedy,2018,6.6,"A small group of former classmates organize an elaborate, annual game of tag that requires some to travel all over the country."
The Man Who Killed Don Quixote,"Adventure, Comedy, Drama, Fantasy",2018,6.6,"Toby, a disillusioned advertising executive, becomes pulled into a world of time jumping fantasy when a Spanish cobbler believes him to be Sancho Panza. He gradually becomes unable to tell dreams from reality."
Boundaries,"Comedy, Drama",2018,4.4,"Laura and her son Henry are forced to drive her estranged, pot-dealing, carefree father Jack across country after being kicked out of a nursing home."
Spiral,Documentary,2017,4.0,A look at the rise of anti-Semitism and assaults against Jews in present-day France.
Mission: Impossible - Fallout,"Action, Adventure, Thriller",2018,7.8,"Ethan Hunt and his IMF team, along with some familiar allies, race against time after a mission gone wrong."
SuperFly,"Action, Crime, Thriller",2018,5.0,"With retirement on his mind, a successful young drug dealer sets up one last big job, while dealing with trigger-happy colleagues and the police."
BlacKkKlansman,"Biography, Crime, Drama",2018,7.5,"Ron Stallworth, an African American police officer from Colorado Springs, CO, successfully manages to infiltrate the local Ku Klux Klan branch with the help of a Jewish surrogate who eventually becomes its leader. Based on actual events."
The Darkest Minds,"Action, Adventure, Drama, Romance, Sci-Fi, Thriller",2018,5.7,"Imprisoned by an adult world that now fears everyone under 18, a group of teens form a resistance group to fight back and reclaim control of their future."
"Jeff Ross Roasts the Border: Live from Brownsville, Texas",Comedy,2017,6.5,"Roastmaster Jeff Ross explores the world surrounding the U.S.-Mexico border, speaking to immigrants, DREAMers, detainees, border patrolers, human traffickers and Trump supporters. Then he ..."
John From,Drama,2015,6.6,"Bored by spending the summer in the city, 15-year-old Rita decides to take a fancy to her new neighbor, a photographer who is setting up an exhibit of his shots in Melanesia. What starts as..."
Aos Teus Olhos,Drama,2017,N/A,N/A
Gintama,"Action, Adventure, Comedy, History, Sci-Fi",2017,6.4,"In an era where aliens have invaded and conquered feudal Tokyo, a young samurai seeks work as he can."
Love Live! The School Idol Movie,"Animation, Comedy, Music",2015,6.9,"The story of the film begins after the events of the second season, at the graduation ceremony of the third-year students. Knowing that the graduation of the third-year members means the ..."
Jon Stewart Has Left the Building,Documentary,2015,N/A,N/A
Black Butler: Book of the Atlantic,Animation,2017,7.6,"A young lord and his demon butler board a luxury cruise ship to investigate claims of the dead being returned to life, and are faced with various complications."
"No Game, No Life: The Movie - Zero","Animation, Adventure, Comedy, Fantasy",2017,7.5,"Adaption of the sixth Light Novel of series, it follows the story of two new characters - Riku and Shuvi - during the events of the Ancient War, prior to the 10 pledges."
Flint,Drama,2017,6.3,"A woman deals with the toxic water scandal in Flint, Michigan, and the effect it has on her family."
Bungou Stray Dogs: Dead Apple,Animation,2018,7.0,"Rivalry between groups of criminals and detectives, who use their supernatural abilities to wage war for control of Yokohama, results in the 88-day long ""Dragon's Head Dispute"". Osamu Dazai..."
